RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Participant	Semester	Collection	Category Group	Category Right	Category Left	Index Right	Index Left	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Point of Regard Left X [px]	Point of Regard Left Y [px]	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Gaze Vector Left X	Gaze Vector Left Y	Gaze Vector Left Z	Eye Position Right X [mm]	Eye Position Right Y [mm]	Eye Position Right Z [mm]	Eye Position Left X [mm]	Eye Position Left Y [mm]	Eye Position Left Z [mm]	Pupil Position Right X [px]	Pupil Position Right Y [px]	Pupil Position Left X [px]	Pupil Position Left Y [px]	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
1809951.1040	13:15:07:324	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4257	4.5787	1211.5415	493.3119	1188.7725	506.2552	0.1302	0.3145	-0.9403	0.1638	0.2762	-0.9470	-0.5805	-39.4878	592.0170	-67.1766	-35.1223	593.9132	639.2784	665.1460	907.3650	647.8043	-	-	-	-	-
1809954.9700	13:15:07:328	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1809958.8370	13:15:07:332	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4295	4.5789	1209.9791	493.2197	1189.7741	508.2825	0.1258	0.3121	-0.9417	0.1673	0.2755	-0.9466	-0.5713	-39.5366	592.7718	-67.1437	-35.1057	593.6940	639.3292	665.1966	907.2628	647.8011	-	-	-	-	-
1809962.7040	13:15:07:335	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4308	4.5800	1211.5547	490.2086	1188.9196	510.4132	0.1303	0.3144	-0.9403	0.1649	0.2760	-0.9469	-0.5654	-39.5895	593.5944	-67.1204	-35.0932	593.5006	639.2173	665.1480	907.3054	647.7852	-	-	-	-	-
1809966.5700	13:15:07:339	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4366	4.5788	1212.4437	490.2310	1191.7515	512.2648	0.1304	0.3113	-0.9413	0.1674	0.2751	-0.9467	-0.5604	-39.6402	594.3607	-67.0952	-35.0789	593.3005	639.1962	665.2157	907.2433	647.7923	-	-	-	-	-
1809970.4370	13:15:07:343	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1809974.3040	13:15:07:347	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4429	4.5765	1212.8438	491.2413	1191.7315	512.3776	0.1276	0.3070	-0.9431	0.1626	0.2780	-0.9467	-0.5486	-39.6853	595.0573	-67.0200	-35.0433	592.8711	639.2032	665.3020	907.2303	647.6901	-	-	-	-	-
1809978.1700	13:15:07:351	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4490	4.5782	1214.6152	489.8242	1193.9245	512.0887	0.1299	0.3141	-0.9405	0.1659	0.2797	-0.9456	-0.5397	-39.7140	595.6984	-66.9782	-35.0194	592.7037	639.1226	665.1069	907.0688	647.5966	-	-	-	-	-
1809982.0370	13:15:07:355	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4505	4.5758	1219.1477	488.3143	1191.2656	510.0476	0.1355	0.3143	-0.9396	0.1593	0.2821	-0.9460	-0.5311	-39.6869	595.5979	-66.9022	-34.9793	592.3632	638.9765	665.0189	907.0473	647.4658	-	-	-	-	-
1809985.9040	13:15:07:359	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4541	4.5735	1230.2371	482.5832	1193.7473	501.4418	0.1436	0.3197	-0.9366	0.1669	0.2905	-0.9422	-0.5119	-39.6476	595.1890	-66.8243	-34.9456	591.9374	638.7409	664.8557	906.7688	647.2577	-	-	-	-	-
1809989.7700	13:15:07:362	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4555	4.5699	1239.2390	475.2831	1195.1649	490.9546	0.1446	0.3225	-0.9355	0.1664	0.2924	-0.9417	-0.5039	-39.6094	594.6969	-66.8366	-34.9560	592.2080	638.6876	664.7726	906.7035	647.1987	-	-	-	-	-
1809993.6370	13:15:07:366	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4592	4.5677	1244.3269	473.7941	1197.5003	482.4886	0.1438	0.3195	-0.9366	0.1672	0.2927	-0.9415	-0.4936	-39.5591	594.0062	-66.9019	-34.9892	592.9224	638.6598	664.8108	906.6265	647.1623	-	-	-	-	-
1809997.5040	13:15:07:370	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4565	4.5654	1245.9991	473.8567	1199.2798	478.1983	0.1417	0.3162	-0.9380	0.1677	0.2916	-0.9417	-0.4869	-39.5031	593.2214	-66.9743	-35.0257	593.6451	638.6734	664.8558	906.5811	647.1660	-	-	-	-	-
1810001.3710	13:15:07:374	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4549	4.5706	1247.3390	472.8634	1201.0775	467.7652	0.1401	0.3165	-0.9382	0.1679	0.2945	-0.9408	-0.4813	-39.4433	592.3211	-67.0483	-35.0622	594.3206	638.6813	664.8447	906.5677	647.0996	-	-	-	-	-
1810005.2370	13:15:07:378	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4546	4.5720	1250.3239	471.5211	1202.1857	466.1521	0.1402	0.3165	-0.9382	0.1686	0.2923	-0.9414	-0.4745	-39.3832	591.3788	-67.1100	-35.0940	594.8764	638.6502	664.8473	906.5534	647.1431	-	-	-	-	-
1810009.1040	13:15:07:382	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4506	4.5734	1252.4316	471.1199	1202.8756	466.3910	0.1400	0.3164	-0.9382	0.1669	0.2895	-0.9425	-0.4698	-39.3178	590.4344	-67.1789	-35.1279	595.4643	638.6355	664.8303	906.6011	647.2011	-	-	-	-	-
1810012.9710	13:15:07:386	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4447	4.5798	1256.5148	469.7550	1203.6582	457.2080	0.1424	0.3168	-0.9377	0.1674	0.2955	-0.9406	-0.4628	-39.2513	589.4629	-67.2218	-35.1503	595.8820	638.5574	664.8061	906.5707	647.0739	-	-	-	-	-
1810016.8370	13:15:07:390	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4369	4.5856	1259.0416	470.7776	1207.7218	455.0614	0.1427	0.3125	-0.9391	0.1717	0.2936	-0.9404	-0.4600	-39.1932	588.5601	-67.2636	-35.1724	596.2605	638.5384	664.8945	906.4821	647.1130	-	-	-	-	-
1810020.7040	13:15:07:393	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4315	4.5906	1259.5984	469.2193	1209.7337	451.6887	0.1391	0.3177	-0.9379	0.1707	0.2944	-0.9403	-0.4554	-39.1265	587.6547	-67.2839	-35.1809	596.4765	638.5901	664.7536	906.4862	647.0837	-	-	-	-	-
1810024.5710	13:15:07:397	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4243	4.5962	1260.1274	470.8899	1212.6477	448.3951	0.1394	0.3152	-0.9387	0.1707	0.2952	-0.9400	-0.4528	-39.0690	586.7777	-67.2911	-35.1809	596.5696	638.5722	664.8017	906.4719	647.0447	-	-	-	-	-
1810028.4370	13:15:07:401	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4163	4.6022	1258.7767	474.0036	1215.3502	447.4676	0.1401	0.3143	-0.9389	0.1729	0.2927	-0.9405	-0.4515	-39.0170	586.0161	-67.2950	-35.1812	596.6393	638.5521	664.8072	906.4154	647.0807	-	-	-	-	-
1810032.3040	13:15:07:405	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4123	4.6043	1256.4350	475.9355	1216.8477	446.1630	0.1381	0.3164	-0.9385	0.1710	0.2938	-0.9404	-0.4499	-38.9663	585.3171	-67.3021	-35.1796	596.7276	638.5824	664.7431	906.4413	647.0314	-	-	-	-	-
1810036.1710	13:15:07:409	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4059	4.6108	1254.2933	477.9599	1219.1673	446.2625	0.1375	0.3159	-0.9388	0.1727	0.2915	-0.9409	-0.4332	-38.9688	585.3628	-67.2996	-35.1767	596.7458	638.5270	664.7501	906.3905	647.0619	-	-	-	-	-
1810040.0370	13:15:07:413	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4044	4.6142	1254.4466	477.0002	1219.8664	446.7916	0.1417	0.3201	-0.9367	0.1703	0.2897	-0.9418	-0.4302	-38.9663	585.3795	-67.2968	-35.1779	596.7217	638.4301	664.6479	906.4395	647.1082	-	-	-	-	-
1810043.9040	13:15:07:417	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1810047.7710	13:15:07:420	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4015	4.6206	1251.8694	479.2145	1221.5631	447.8845	0.1348	0.3146	-0.9396	0.1720	0.2900	-0.9415	-0.4290	-38.9667	585.3766	-67.3008	-35.1700	596.7816	638.5648	664.7668	906.3939	647.0579	-	-	-	-	-
1810051.6370	13:15:07:424	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.4004	4.6205	1251.5195	479.7983	1222.3368	447.4611	0.1384	0.3162	-0.9385	0.1708	0.2919	-0.9411	-0.4260	-38.9749	585.4893	-67.3025	-35.1744	596.8134	638.4802	664.7361	906.4098	647.0299	-	-	-	-	-
1810055.5040	13:15:07:428	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3990	4.6207	1251.1347	479.8757	1223.9054	446.5367	0.1389	0.3174	-0.9381	0.1715	0.2919	-0.9409	-0.4279	-38.9747	585.5323	-67.3058	-35.1737	596.8328	638.4770	664.6990	906.3992	647.0222	-	-	-	-	-
1810059.3710	13:15:07:432	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1810063.2380	13:15:07:436	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3997	4.6237	1250.6952	481.1333	1224.8343	448.3879	0.1403	0.3151	-0.9386	0.1708	0.2899	-0.9417	-0.4262	-38.9787	585.6238	-67.2929	-35.1692	596.7723	638.4428	664.7389	906.3909	647.0591	-	-	-	-	-
1810067.1040	13:15:07:440	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3970	4.6244	1249.8433	476.3198	1223.9645	448.6977	0.1393	0.3239	-0.9358	0.1690	0.2919	-0.9414	-0.4246	-38.9857	585.7978	-67.2910	-35.1682	596.7189	638.4553	664.5414	906.4417	647.0280	-	-	-	-	-
1810070.9710	13:15:07:444	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3983	4.6227	1249.6185	478.7143	1223.5606	450.1133	0.1386	0.3162	-0.9385	0.1695	0.2902	-0.9418	-0.4269	-38.9876	585.8263	-67.2902	-35.1621	596.7232	638.4807	664.6982	906.4267	647.0354	-	-	-	-	-
1810074.8380	13:15:07:448	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1810078.7040	13:15:07:451	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3990	4.6246	1249.9359	479.5267	1225.2758	450.0283	0.1399	0.3145	-0.9389	0.1747	0.2935	-0.9398	-0.4289	-38.9894	585.8782	-67.3165	-35.1697	596.9410	638.4622	664.7281	906.3278	646.9485	-	-	-	-	-
1810082.5710	13:15:07:455	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3967	4.6284	1249.2091	481.0038	1224.2469	449.7005	0.1379	0.3124	-0.9399	0.1701	0.2930	-0.9408	-0.4306	-38.9880	585.8960	-67.3494	-35.1826	597.2184	638.5099	664.7617	906.4272	646.9477	-	-	-	-	-
1810086.5680	13:15:07:459	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3942	4.6291	1248.8711	479.8372	1224.0047	451.3963	0.1371	0.3168	-0.9385	0.1702	0.2890	-0.9421	-0.4315	-38.9892	586.0232	-67.3745	-35.1901	597.4339	638.5286	664.6410	906.4315	647.0084	-	-	-	-	-
1810090.5650	13:15:07:463	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1810094.5620	13:15:07:467	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3903	4.6293	1249.3804	480.5220	1223.5427	450.9034	0.1389	0.3153	-0.9387	0.1706	0.2918	-0.9411	-0.4510	-38.9499	585.5044	-67.3994	-35.1974	597.6321	638.5713	664.6472	906.4323	646.9372	-	-	-	-	-
1810098.5590	13:15:07:471	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3881	4.6335	1248.9515	478.5765	1221.2575	450.8567	0.1394	0.3209	-0.9368	0.1651	0.2901	-0.9426	-0.4365	-38.9577	585.7780	-67.4246	-35.2064	597.8446	638.5019	664.4933	906.5488	646.9595	-	-	-	-	-
1810102.5560	13:15:07:475	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3844	4.6358	1249.5869	479.9366	1222.3075	451.3688	0.1378	0.3154	-0.9389	0.1721	0.2886	-0.9419	-0.4540	-38.9353	585.4276	-67.4471	-35.2165	598.0458	638.6065	664.6075	906.4109	646.9833	-	-	-	-	-
1810106.5530	13:15:07:479	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1810110.5500	13:15:07:483	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3841	4.6332	1249.3957	480.9063	1221.4010	451.1438	0.1380	0.3145	-0.9392	0.1690	0.2914	-0.9416	-0.4560	-38.9062	585.2173	-67.4649	-35.2148	598.1668	638.6108	664.5619	906.4872	646.8934	-	-	-	-	-
1810114.5470	13:15:07:487	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3829	4.6367	1249.0498	483.5223	1220.1969	451.3192	0.1381	0.3121	-0.9400	0.1680	0.2909	-0.9419	-0.4596	-38.8912	585.0927	-67.4815	-35.2181	598.3062	638.6239	664.5817	906.5110	646.8853	-	-	-	-	-
1810118.5440	13:15:07:491	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3776	4.6432	1249.4740	481.2958	1218.8971	451.3993	0.1410	0.3175	-0.9377	0.1671	0.2896	-0.9425	-0.4609	-38.8815	585.1192	-67.4944	-35.2226	598.3919	638.5695	664.4231	906.5432	646.9094	-	-	-	-	-
1810122.5410	13:15:07:495	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1810126.5380	13:15:07:499	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3775	4.6459	1249.7504	483.2299	1217.7124	453.3697	0.1402	0.3167	-0.9381	0.1663	0.2866	-0.9435	-0.4645	-38.8866	585.3005	-67.4860	-35.2070	598.2766	638.6003	664.4142	906.5799	646.9323	-	-	-	-	-
1810130.5350	13:15:07:503	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3756	4.6472	1249.4311	483.9578	1216.9311	453.3100	0.1379	0.3151	-0.9390	0.1669	0.2893	-0.9426	-0.4674	-38.8929	585.4167	-67.4756	-35.1962	598.1551	638.6600	664.4435	906.5782	646.8639	-	-	-	-	-
1810134.5320	13:15:07:507	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3815	4.6454	1249.8531	482.4759	1215.5660	455.7659	0.1406	0.3176	-0.9377	0.1686	0.2867	-0.9431	-0.4658	-38.9020	585.6026	-67.4524	-35.1806	597.9249	638.5995	664.3785	906.5568	646.9053	-	-	-	-	-
1810138.5300	13:15:07:511	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3840	4.6511	1250.6001	478.9704	1212.6038	457.4240	0.1401	0.3211	-0.9366	0.1633	0.2875	-0.9437	-0.4667	-38.9095	585.7530	-67.4385	-35.1706	597.7687	638.6118	664.2982	906.6765	646.8849	-	-	-	-	-
1810142.5270	13:15:07:515	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3858	4.6550	1250.3987	478.8033	1211.7578	458.3242	0.1372	0.3185	-0.9379	0.1662	0.2869	-0.9434	-0.4693	-38.9150	585.8025	-67.4146	-35.1553	597.5269	638.6811	664.3608	906.6325	646.8917	-	-	-	-	-
1810146.5240	13:15:07:519	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3863	4.6581	1249.6507	477.7508	1210.2880	460.6713	0.1367	0.3184	-0.9380	0.1660	0.2854	-0.9439	-0.4705	-38.9153	585.8361	-67.3867	-35.1391	597.2578	638.6967	664.3557	906.6469	646.9173	-	-	-	-	-
1810150.5210	13:15:07:523	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3845	4.6612	1248.8470	477.4492	1210.7430	461.8572	0.1369	0.3199	-0.9375	0.1668	0.2864	-0.9435	-0.4717	-38.9152	585.8433	-67.3543	-35.1173	596.9450	638.6971	664.3223	906.6416	646.8806	-	-	-	-	-
1810154.5180	13:15:07:527	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3883	4.6612	1249.0312	476.3483	1210.0894	461.6302	0.1383	0.3188	-0.9377	0.1686	0.2888	-0.9424	-0.4714	-38.9161	585.8417	-67.3310	-35.1040	596.7234	638.6679	664.3490	906.6105	646.8308	-	-	-	-	-
1810158.5150	13:15:07:531	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3844	4.6641	1248.3704	475.1560	1207.5013	463.5729	0.1364	0.3184	-0.9381	0.1626	0.2866	-0.9442	-0.4731	-38.9161	585.8171	-67.2896	-35.0791	596.2918	638.7133	664.3641	906.7594	646.8749	-	-	-	-	-
1810162.5120	13:15:07:535	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3844	4.6669	1248.1276	473.2794	1207.9407	464.9469	0.1372	0.3188	-0.9378	0.1678	0.2867	-0.9432	-0.4733	-38.9119	585.7680	-67.2521	-35.0584	595.9595	638.6972	664.3514	906.6549	646.8637	-	-	-	-	-
1810166.5090	13:15:07:539	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3876	4.6669	1245.2785	472.9362	1207.3281	464.5681	0.1328	0.3187	-0.9385	0.1658	0.2902	-0.9425	-0.4749	-38.9080	585.6903	-67.2197	-35.0425	595.6603	638.7916	664.3605	906.6986	646.7985	-	-	-	-	-
1810170.5060	13:15:07:543	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3844	4.6655	1243.1456	472.6027	1206.5468	463.9194	0.1333	0.3181	-0.9386	0.1645	0.2893	-0.9430	-0.4772	-38.9070	585.6311	-67.1895	-35.0290	595.3644	638.7920	664.3827	906.7367	646.8301	-	-	-	-	-
1810174.5030	13:15:07:547	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	41	42	4.3796	4.6662	1242.4609	473.4246	1206.0383	464.7728	0.1352	0.3143	-0.9396	0.1654	0.2876	-0.9434	-0.4797	-38.9062	585.5848	-67.1612	-35.0144	595.0845	638.7630	664.4694	906.7327	646.8708	-	-	-	-	-
1810178.5030	13:15:07:551	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	4.3828	4.6707	1243.3815	474.0554	1205.3623	463.7113	0.1408	0.3157	-0.9383	0.1660	0.2901	-0.9425	-0.4889	-38.9332	585.9611	-67.1220	-34.9966	594.5398	638.6903	664.4503	906.8075	646.8735	-	-	-	-	-
1810182.5030	13:15:07:555	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	4.3850	4.6675	1237.8875	475.2154	1205.0028	462.8199	0.1282	0.3169	-0.9398	0.1637	0.2909	-0.9427	-0.5352	-39.0500	587.5864	-67.0482	-34.9527	593.3965	639.1314	664.4800	907.0749	646.9430	-	-	-	-	-
1810186.5030	13:15:07:559	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	4.3908	4.6681	1212.6198	475.5428	1186.6298	461.8903	0.1138	0.3174	-0.9414	0.1475	0.2913	-0.9452	-0.6308	-39.1626	588.7122	-67.1424	-34.9652	593.3395	639.8085	664.6359	907.8050	647.0018	-	-	-	-	-
1810190.5030	13:15:07:563	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	4.4071	4.6641	1093.9182	477.6115	1026.4929	459.2330	0.0892	0.3135	-0.9454	0.1149	0.2955	-0.9484	-0.7988	-39.2395	589.8083	-67.2245	-34.9813	593.0861	640.9786	664.7458	908.9010	647.0465	-	-	-	-	-
1810194.5030	13:15:07:567	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	4.4219	4.6644	983.3082	481.0261	939.2954	465.1738	0.0588	0.3109	-0.9486	0.0893	0.2822	-0.9552	-0.9425	-39.2726	590.2332	-67.3984	-34.9850	593.2371	642.1628	664.8257	910.0536	647.2964	-	-	-	-	-
1810198.5030	13:15:07:571	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	4.4356	4.6612	899.8641	484.3935	842.3007	469.0572	0.0332	0.3095	-0.9503	0.0617	0.2843	-0.9568	-1.1159	-39.3163	590.5398	-67.4159	-34.9194	592.0994	643.3722	664.9537	911.1969	647.2545	-	-	-	-	-
1810202.5020	13:15:07:575	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	4.4488	4.6597	857.5422	484.4462	777.4396	466.2837	0.0188	0.3135	-0.9494	0.0408	0.2905	-0.9560	-1.2956	-39.3434	591.1276	-67.6907	-34.9856	593.1874	644.3825	664.8291	912.2140	647.1463	-	-	-	-	-
1810206.5020	13:15:07:579	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	4.4658	4.6546	800.2739	483.2785	730.6052	469.3204	0.0017	0.3169	-0.9484	0.0264	0.2883	-0.9572	-1.4044	-39.3820	591.5021	-67.7809	-34.9929	593.0839	645.1579	664.8184	912.9144	647.2442	-	-	-	-	-
1810210.5020	13:15:07:583	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	4.4785	4.6420	731.8749	485.8011	707.0885	473.6449	-0.0175	0.3111	-0.9502	0.0196	0.2871	-0.9577	-1.4400	-39.3666	591.0529	-67.6779	-34.9278	591.8010	645.6853	664.9927	913.2293	647.3016	-	-	-	-	-
1810214.5020	13:15:07:587	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1810218.5020	13:15:07:591	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	38	38	4.4889	4.6398	771.6344	487.9006	735.0277	491.5993	-0.0016	0.3101	-0.9507	0.0353	0.2756	-0.9606	-1.4870	-39.3585	590.7065	-67.5880	-34.8824	590.7946	645.5650	665.0702	913.0300	647.5833	-	-	-	-	-
1810222.5020	13:15:07:595	Trial031	wct_005b	Subject1	Expert	SS18	Eye	-	Saccade	-	38	4.4980	4.6319	776.4769	491.6240	732.2848	495.8533	0.0008	0.3054	-0.9522	0.0331	0.2782	-0.9600	-1.4651	-39.3567	590.6548	-67.4583	-34.8194	589.7348	645.4287	665.1725	913.0403	647.5205	-	-	-	-	-
1810226.5020	13:15:07:599	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Fixation	39	43	4.5057	4.6318	772.8426	489.8674	730.2891	508.0303	-0.0011	0.3124	-0.9499	0.0317	0.2747	-0.9610	-1.4543	-39.3578	590.5969	-67.3550	-34.7683	588.9007	645.4248	665.0489	913.0410	647.5761	-	-	-	-	-
1810230.5020	13:15:07:603	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Fixation	39	43	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1810234.5020	13:15:07:607	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Fixation	39	43	4.5126	4.6225	751.4414	493.5862	714.6317	504.9800	-0.0129	0.3071	-0.9516	0.0205	0.2804	-0.9597	-1.4395	-39.3490	590.3633	-67.2701	-34.7189	588.2061	645.5993	665.1825	913.2393	647.4219	-	-	-	-	-
